Obs#,Time,Date,configName,configAuthor,remark,Row,Pot,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt,,,,,,,,,,,,,,,,,
5,13:00:43,7/11/2024,TIP24,Zach Peagler,,1,5,,0.522209,2.922582,0.443045,6.075839,2.423957,2.260617,3.723644,1.299688,23.10383,24.773182,38.056175,0.441786,PSF-01133_20240711130043,0,0,0,110.612869,385.14447,0.712802,0.5,0.8,148.483765,73.25,68.32,25.67,27.68,97.85,156.8,153.5,2.1,521,4.079,-6,3,242,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,-0.015,-9999,-9999,-1.484,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517419,2.439424,1.690534,0.946175,0.265534,0.025346,0.046363,0.570325,110.612869,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130043,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
6,13:00:48,7/11/2024,TIP24,Zach Peagler,,1,6,,0.566151,2.921678,0.474252,6.645465,2.447542,2.268806,3.775009,1.327467,23.187574,25.01429,38.58123,0.441786,PSF-01133_20240711130048,0,0,0,110.930084,353.554474,0.686243,0.5,0.8,143.289932,73.87,68.48,25.69,27.91,97.85,156.7,149.7,4.5,522,4.079,5,8,294,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.256,0.398,-9999,0.032,-3.754,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517641,2.44021,1.689559,0.936184,0.265313,0.027897,0.047017,0.571421,110.930084,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130048,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
7,13:00:54,7/11/2024,TIP24,Zach Peagler,,1,7,,0.461136,2.920892,0.398261,6.793098,2.467718,2.28493,4.080871,1.613153,23.351591,25.219656,41.705803,0.441786,PSF-01133_20240711130054,0,0,0,50.156952,346.764923,0.855357,0.5,0.8,160.008759,74.38,68.87,25.71,29.25,97.85,156.6,148.7,5,468,4.078,-6,8,277,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,-0.028,0.035,-9999,0.098,0.031,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.518186,2.440854,1.688714,0.933681,0.265074,0.043789,0.047752,0.523137,50.156952,0.000363,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130054,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
8,13:00:59,7/11/2024,TIP24,Zach Peagler,,1,8,,0.636574,2.92151,0.522685,7.590371,2.50975,2.305696,3.884294,1.374544,23.563513,25.648886,39.696304,0.441786,PSF-01133_20240711130059,0,0,0,105.968353,345.712067,0.693478,0.5,0.8,126.591187,75.55,69.41,25.74,28.4,97.85,156.7,150.1,4.2,456,4.078,-11,6,277,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.218,0.387,-9999,0.122,-3.703,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.518924,2.442331,1.689378,0.937261,0.264833,0.033233,0.04842,0.513094,105.968353,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130059,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
9,13:01:08,7/11/2024,TIP24,Zach Peagler,,1,9,,0.458524,2.922465,0.39634,6.563589,2.504677,2.328346,4.070719,1.566042,23.794443,25.596451,41.600559,0.441786,PSF-01133_20240711130108,0,0,0,103.205681,338.90033,0.695469,0.5,0.8,119.077309,75.24,69.94,25.77,29.21,97.85,156.8,145.2,7.4,428,4.078,-8,5,264,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.108,0.047,0.149,0.374,0.268,-2.846,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.519662,2.441929,1.690408,0.924479,0.264459,0.042578,0.049557,0.487934,103.205681,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130108,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
10,13:01:14,7/11/2024,TIP24,Zach Peagler,,1,10,,0.659522,2.922144,0.538079,7.734295,2.53914,2.331376,3.899419,1.360279,23.824923,25.948118,39.849152,0.441786,PSF-01133_20240711130114,0,0,0,112.216118,359.584106,0.687928,0.5,0.8,141.56813,76.16,69.93,25.8,28.47,97.85,156.8,146.4,6.6,514,4.078,11,7,268,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.234,0.242,-9999,-0.071,-1.82,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.51964,2.4431,1.690061,0.927637,0.264199,0.033327,0.050313,0.564726,112.216118,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130114,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
11,13:01:21,7/11/2024,TIP24,Zach Peagler,,1,11,,0.337516,2.92112,0.302558,5.008368,2.462642,2.327883,4.02878,1.566138,23.788685,25.165787,41.170181,0.441786,PSF-01133_20240711130121,0,0,0,108.932373,344.983582,0.684239,0.5,0.8,96.257896,73.71,69.68,25.83,29.03,97.86,156.6,153.8,1.8,352,4.077,-7,3,279,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,-0.048,-0.018,0.166,-105.945,55.116,25.8,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.519283,2.439979,1.688959,0.946962,0.26383,0.039702,0.051379,0.420096,108.932373,0.00035,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130121,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
12,13:01:34,7/11/2024,TIP24,Zach Peagler,,2,1,,0.5002,2.921573,0.42708,6.215966,2.505023,2.337895,3.882895,1.377872,23.889408,25.597183,39.676743,0.441786,PSF-01133_20240711130134,0,0,0,101.477623,355.516418,0.714563,0.5,0.8,145.686569,74.75,69.76,25.88,28.39,97.86,156.7,149.6,4.5,510,4.077,-4,7,157,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.14,0.109,0.17,0.348,-1.722,-2.762,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.519385,2.441286,1.689446,0.935864,0.263277,0.031417,0.053141,0.560489,101.477623,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130134,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
13,13:01:45,7/11/2024,TIP24,Zach Peagler,,2,2,,0.476827,2.921006,0.409912,5.188215,2.49446,2.354893,3.693885,1.199425,24.064207,25.490414,37.747108,0.441786,PSF-01133_20240711130145,0,0,0,107.682823,385.450592,0.720631,0.5,0.8,140.829361,74.2,70.05,25.94,27.54,97.86,156.6,153.3,2.1,489,4.077,6,7,143,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.214,0.13,0.079,0.02,0.007,-1.91,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.519779,2.440584,1.688836,0.945589,0.262732,0.020588,0.054748,0.541704,107.682823,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130145,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
14,13:01:50,7/11/2024,TIP24,Zach Peagler,,2,3,,0.419392,2.921158,0.366739,5.261815,2.458977,2.31739,3.818025,1.359049,23.680244,25.127048,39.014481,0.441786,PSF-01133_20240711130150,0,0,0,95.843193,370.851501,0.741559,0.5,0.8,115.827759,73.05,68.84,25.96,28.1,97.86,156.6,42.8,72.7,390,4.077,-15,3,164,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.15,0.208,-9999,0.144,-3.876,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.518083,2.439108,1.689,0.686144,0.262488,0.027062,0.055425,0.454562,95.843193,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130150,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
15,13:01:57,7/11/2024,TIP24,Zach Peagler,,2,4,,0.405704,2.920609,0.356221,4.434404,2.43071,2.311316,3.611177,1.180467,23.621197,24.841379,36.905518,0.441786,PSF-01133_20240711130157,0,0,0,57.429314,399.59729,0.856282,0.5,0.8,89.464767,72.09,68.55,25.99,27.15,97.85,156.6,152.2,2.8,261,4.076,-12,8,156,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.097,0.114,-9999,0.083,-3.846,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.51767,2.437887,1.68841,0.942837,0.262205,0.015417,0.056258,0.339689,57.429314,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130157,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
16,13:02:02,7/11/2024,TIP24,Zach Peagler,,2,5,,0.451749,2.921693,0.391254,5.187057,2.447352,2.307831,3.703876,1.256525,23.584486,25.010303,37.851143,0.441786,PSF-01133_20240711130202,0,0,0,108.517166,418.114899,0.740461,0.5,0.8,135.368439,72.48,68.34,26.01,27.58,97.85,156.7,144.2,8,457,4.049,1,5,131,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.207,0.096,-9999,0.156,0.218,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517376,2.438372,1.689575,0.921719,0.26194,0.020246,0.057018,0.513696,108.517166,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130202,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
17,13:02:07,7/11/2024,TIP24,Zach Peagler,,2,6,,0.523172,2.923365,0.443756,5.149001,2.455433,2.317131,3.555973,1.100539,23.679594,25.092955,36.33976,0.441786,PSF-01133_20240711130207,0,0,0,104.301094,427.344574,0.755932,0.5,0.8,58.521614,72.62,68.53,26.03,26.89,97.85,156.9,152.8,2.6,194,4.049,-2,-6,148,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.202,0.279,-9999,-2.345,-2.45,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517637,2.438558,1.69138,0.944349,0.261721,0.011779,0.057623,0.279571,104.301094,0.000347,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130207,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
18,13:02:13,7/11/2024,TIP24,Zach Peagler,,2,7,,0.400954,2.921793,0.352571,4.430937,2.451906,2.332735,3.64342,1.191514,23.838259,25.05608,37.232178,0.441786,PSF-01133_20240711130213,0,0,0,99.842545,399.316895,0.749967,0.5,0.8,106.54158,72.41,68.89,26.06,27.3,97.86,156.7,148.3,5.4,355,4.075,-8,-2,149,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.172,0.158,-9999,0.006,-1.753,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.518131,2.438282,1.689683,0.932405,0.261456,0.016368,0.05838,0.423168,99.842545,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130213,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
19,13:02:18,7/11/2024,TIP24,Zach Peagler,,2,8,,0.440209,2.921427,0.382564,4.180244,2.439115,2.326631,3.47614,1.037024,23.774366,24.923773,35.52047,0.441786,PSF-01133_20240711130218,0,0,0,100.73304,382.531281,0.736667,0.5,0.8,133.317963,71.93,68.62,26.08,26.5,97.86,156.7,153.1,2.3,452,4.075,-9,-5,160,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.239,0.214,-9999,0.415,-3.587,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517742,2.437671,1.68929,0.945021,0.261215,0.006676,0.059059,0.509605,100.73304,0.00035,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130218,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
20,13:02:29,7/11/2024,TIP24,Zach Peagler,,2,9,,0.4721,2.920375,0.406402,4.417826,2.451876,2.332919,3.483411,1.031534,23.839355,25.054937,35.595856,0.441786,PSF-01133_20240711130229,0,0,0,114.552498,422.673584,0.728981,0.5,0.8,124.029129,72.12,68.62,26.13,26.54,97.86,156.5,153.2,2.1,425,4.075,-4,-4,121,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.223,0.164,0.096,0.139,-3.451,-1.959,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517735,2.437897,1.688158,0.945346,0.260747,0.006565,0.060483,0.485539,114.552498,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130229,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
21,13:02:34,7/11/2024,TIP24,Zach Peagler,,2,10,,0.291506,2.921386,0.265058,3.686719,2.444856,2.345664,3.76274,1.317884,23.971184,24.984859,38.452793,0.441786,PSF-01133_20240711130234,0,0,0,105.666161,357.923279,0.70478,0.5,0.8,120.789291,71.81,68.9,26.15,27.85,97.85,156.7,154.7,1.2,428,4.075,0,3,99,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.04,0.18,-9999,0.279,-1.672,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.518123,2.437506,1.689245,0.949473,0.26051,0.021841,0.061149,0.488305,105.666161,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130234,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
22,13:02:40,7/11/2024,TIP24,Zach Peagler,,2,11,,0.424677,2.921269,0.370775,3.906344,2.447706,2.342607,3.447524,0.999817,23.941648,25.015778,35.234001,0.441786,PSF-01133_20240711130240,0,0,0,101.324913,385.163055,0.73693,0.5,0.8,114.525574,71.79,68.71,26.18,26.36,97.85,156.6,142.5,9,389,4.075,-6,2,107,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.062,0.132,-9999,0.169,-3.831,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517844,2.437467,1.689119,0.917416,0.26024,0.003934,0.061886,0.452816,101.324913,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130240,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
23,13:02:51,7/11/2024,TIP24,Zach Peagler,,2,12,,0.292789,2.92153,0.266119,3.471344,2.428615,2.335223,3.665169,1.236553,23.866983,24.821491,37.459599,0.441786,PSF-01133_20240711130251,0,0,0,110.674026,384.13382,0.711887,0.5,0.8,105.421181,71.02,68.29,26.23,27.4,97.84,156.7,151.7,3.2,370,4.074,-11,0,82,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.094,0.145,0.144,0.471,-3.468,-2.155,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517254,2.436484,1.6894,0.941397,0.259735,0.015622,0.063363,0.436552,110.674026,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130251,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
24,13:03:01,7/11/2024,TIP24,Zach Peagler,,2,1,,0.370677,2.921103,0.328936,4.479567,2.479423,2.358925,3.769382,1.289959,24.108425,25.339924,38.523426,0.441786,PSF-01133_20240711130301,0,0,0,110.954407,382.020233,0.709559,0.5,0.8,82.935303,72.31,68.79,26.27,27.88,97.85,156.6,153,2.3,292,4.073,3,-9,309,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.084,0.136,0.083,0.298,-3.968,-1.716,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517946,2.438112,1.688941,0.944792,0.259252,0.020769,0.06476,0.367238,110.954407,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130301,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
25,13:03:12,7/11/2024,TIP24,Zach Peagler,,3,1,,0.513225,2.921557,0.436539,4.816706,2.525356,2.3959,3.571332,1.045976,24.486622,25.809692,36.499794,0.441786,PSF-01133_20240711130312,0,0,0,100.485924,386.061432,0.739715,0.5,0.8,81.385117,73.42,69.66,26.32,26.96,97.85,156.7,142.6,9,275,4.072,-9,1,311,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.047,0.206,-9999,0.414,0.361,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.519142,2.439521,1.689429,0.917597,0.258717,0.009239,0.066224,0.351998,100.485924,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130312,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
26,13:03:40,7/11/2024,TIP24,Zach Peagler,,3,2,,0.466345,2.921705,0.402155,4.864668,2.512919,2.38216,3.659275,1.146356,24.344086,25.680351,37.395348,0.441786,PSF-01133_20240711130340,0,0,0,106.87709,348.08493,0.692957,0.5,0.8,83.444458,72.51,68.74,26.45,27.38,97.85,156.7,153.7,1.9,301,4.072,-20,0,303,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.028,-9999,-9999,-0.241,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517822,2.438334,1.689589,0.946733,0.257397,0.012624,0.070126,0.37509,105.441925,0.000363,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130340,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
27,13:03:46,7/11/2024,TIP24,Zach Peagler,,3,3,,0.337663,2.921453,0.302679,4.172307,2.496997,2.384813,3.80238,1.305383,24.372507,25.519009,38.859867,0.441786,PSF-01133_20240711130346,0,0,0,98.592285,356.222748,0.723229,0.5,0.8,96.33989,71.91,68.68,26.48,28.03,97.85,156.7,149.4,4.6,333,4.072,-15,1,280,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.117,-9999,-9999,-4.007,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517741,2.437572,1.689317,0.935508,0.257072,0.02005,0.070899,0.403501,98.592285,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130346,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
28,13:03:55,7/11/2024,TIP24,Zach Peagler,,3,4,,0.251035,2.921373,0.23117,3.050263,2.486252,2.404222,3.736326,1.250073,24.570356,25.408682,38.184021,0.441786,PSF-01133_20240711130355,0,0,0,112.165329,377.797363,0.703107,0.5,0.8,116.870483,71.42,69.07,26.53,27.73,97.85,156.7,150,4.2,416,4.072,-9,5,349,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.122,0.049,0.05,1.27,0.651,-3.845,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.518267,2.436939,1.689231,0.937026,0.256633,0.015968,0.072035,0.476831,112.165329,0.000355,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130355,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
29,13:04:03,7/11/2024,TIP24,Zach Peagler,,3,5,,0.272222,2.92293,0.249029,2.927014,2.461776,2.383133,3.57645,1.114674,24.353653,25.15732,36.548374,0.441786,PSF-01133_20240711130403,0,0,0,110.842468,383.009064,0.710601,0.5,0.8,71.092728,70.57,68.31,26.56,26.99,97.86,156.9,148.6,5.2,250,4.072,-10,-4,330,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.026,0.049,-9999,0.541,-3.74,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517202,2.435838,1.69091,0.93339,0.256252,0.006698,0.073095,0.329838,110.842468,0.000364,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130403,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
30,13:04:12,7/11/2024,TIP24,Zach Peagler,,3,6,,0.17444,2.922746,0.164615,2.288969,2.440622,2.3791,3.758174,1.317552,24.312941,24.94165,38.406223,0.441786,PSF-01133_20240711130412,0,0,0,111.350296,386.531708,0.711924,0.5,0.8,79.935074,69.79,68.03,26.6,27.83,97.85,156.8,133.8,14.7,281,4.045,1,-16,302,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.019,0.035,-9999,0.003,-1.769,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.516805,2.434847,1.690712,0.895102,0.255841,0.016239,0.074225,0.357014,111.350296,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130412,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
31,13:04:18,7/11/2024,TIP24,Zach Peagler,,3,7,,0.265138,2.920856,0.243073,2.799368,2.479122,2.403801,3.571195,1.092074,24.565809,25.33555,36.496075,0.441786,PSF-01133_20240711130418,0,0,0,65.611122,373.2276,0.824206,0.5,0.8,104.7369,70.78,68.63,26.63,26.96,97.85,156.6,150.5,3.9,318,4.045,-11,-1,311,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.087,0.021,-9999,0.947,0.387,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517634,2.436102,1.688674,0.93815,0.25557,0.005614,0.074921,0.38988,65.611122,0.000362,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130418,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
32,13:04:27,7/11/2024,TIP24,Zach Peagler,,3,8,,0.29042,2.919965,0.264148,2.81079,2.46749,2.391801,3.477081,1.009591,24.443542,25.217064,35.534805,0.441786,PSF-01133_20240711130427,0,0,0,104.805351,405.183441,0.741338,0.5,0.8,67.249474,70.27,68.11,26.68,26.51,97.85,156.5,143.9,8,227,4.071,-11,10,325,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:00:16,7/11/2024,-1.05,0.138,0.111,0.048,0.236,-1.894,0.979,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.516901,2.435442,1.687717,0.921046,0.255129,-0.000223,0.076192,0.309108,104.805351,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240711130427,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-05-28T14:47:30.417Z
