Obs#,Time,Date,configName,configAuthor,remark,Pot,Row,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,,,,,,,,,,,,,,,,,
31,13:02:31,9/1/2023,Zach TIP2023,Zach Peagler,,7,4,-0.094421,2.92235,-0.097574,-0.906142,2.458153,2.482635,3.344464,0.886311,25.245554,24.996601,34.009365,0.441786,PSF-01133_20230901130231,0,0,0,105.903267,434.508575,0.756269,0.5,0.8,88.197289,69.5,70.2,26.8,25.85,98.34,156.8,153.4,2.2,292,3.977,7,10,147,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901130231,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
33,13:02:46,9/1/2023,Zach TIP2023,Zach Peagler,,8,4,-0.086369,2.921321,-0.089001,-0.813124,2.47944,2.501422,3.351262,0.871823,25.436205,25.212675,34.077976,0.441786,PSF-01133_20230901130246,0,0,0,99.237083,418.713226,0.762995,0.5,0.8,87.332565,69.91,70.53,26.84,25.88,98.34,156.7,153.2,2.2,286,3.975,21,29,144,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230901130246,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
1,9:41:08,9/5/2023,Zach TIP2023,Zach Peagler,,1,1,1.295085,2.922614,0.897417,5.535933,2.283371,2.134055,2.872148,0.588777,21.770958,23.294239,29.300758,0.441786,PSF-01133_20230905094108,0,0,0,102.348801,485.957977,0.789388,0.5,0.8,23.025791,82.42,77.03,22.71,23.3,98.02,156.8,154.9,1.2,73,3.981,13,9,270,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094108,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
2,9:41:19,9/5/2023,Zach TIP2023,Zach Peagler,,2,1,1.146942,2.920959,0.823562,5.123079,2.310004,2.171668,2.903609,0.593605,22.152639,23.563778,29.618996,0.441786,PSF-01133_20230905094119,0,0,0,105.115417,498.177063,0.789,0.5,0.8,21.181969,83.2,78.22,22.74,23.49,98.03,156.6,155.2,0.9,67,3.98,7,11,274,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094119,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
3,9:41:28,9/5/2023,Zach TIP2023,Zach Peagler,,3,1,1.708791,2.922315,1.078279,5.702239,2.381583,2.227887,2.886078,0.504494,22.726006,24.293812,29.440008,0.441786,PSF-01133_20230905094128,0,0,0,100.324631,494.630096,0.797172,0.5,0.8,24.978458,85.63,80.11,22.77,23.38,98.03,156.8,155,1.1,78,3.98,22,5,276,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094128,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
4,9:41:34,9/5/2023,Zach TIP2023,Zach Peagler,,4,1,1.391685,2.921967,0.942695,5.356524,2.395719,2.25132,2.937613,0.541893,22.964567,24.437511,29.96509,0.441786,PSF-01133_20230905094134,0,0,0,97.362045,476.250519,0.795565,0.5,0.8,20.646847,86.03,80.85,22.79,23.68,98.03,156.7,149.4,4.7,65,3.98,16,10,267,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094134,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
5,9:41:44,9/5/2023,Zach TIP2023,Zach Peagler,,5,1,2.203991,2.918987,1.255797,6.50833,2.436024,2.260233,2.930202,0.494177,23.055193,24.848328,29.889114,0.441786,PSF-01133_20230905094144,0,0,0,96.588135,467.153564,0.793241,0.5,0.8,18.469709,87.32,81.01,22.82,23.64,98.04,156.4,150.5,3.8,58,3.978,0,-7,263,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094144,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
6,9:41:52,9/5/2023,Zach TIP2023,Zach Peagler,,6,1,1.340972,2.921643,0.919117,4.392258,2.420395,2.301996,2.876202,0.455807,23.482626,24.690413,29.340092,0.441786,PSF-01133_20230905094152,0,0,0,98.557236,480.313904,0.794807,0.5,0.8,26.10347,86.61,82.37,22.85,23.33,98.03,156.7,154.2,1.6,82,3.977,25,2,292,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094152,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
7,9:42:05,9/5/2023,Zach TIP2023,Zach Peagler,,7,1,1.463324,2.920483,0.974863,5.344253,2.451702,2.307566,2.974197,0.522495,23.541071,25.011499,30.341827,0.441786,PSF-01133_20230905094205,0,0,0,96.086029,471.388947,0.796164,0.5,0.8,27.149792,87.53,82.39,22.89,23.88,98.02,156.6,153.3,2.1,85,3.975,17,37,314,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094205,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
8,9:42:19,9/5/2023,Zach TIP2023,Zach Peagler,,8,1,1.654418,2.921664,1.056287,5.713891,2.47143,2.317502,2.986908,0.515478,23.642668,25.213009,30.471811,0.441786,PSF-01133_20230905094219,0,0,0,102.010132,475.924011,0.785659,0.5,0.8,18.265209,88,82.52,22.93,23.96,98.02,156.7,153.7,1.9,58,3.975,18,36,302,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094219,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
9,9:42:33,9/5/2023,Zach TIP2023,Zach Peagler,,1,2,3.015531,2.919385,1.48334,6.963373,2.532536,2.34472,2.979774,0.447238,23.919121,25.835081,30.397482,0.441786,PSF-01133_20230905094233,0,0,0,101.7369,465.43515,0.781416,0.5,0.8,16.175785,89.92,83.25,22.98,23.92,98.03,156.4,153.4,1.9,52,3.974,14,54,175,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094233,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
10,9:42:45,9/5/2023,Zach TIP2023,Zach Peagler,,2,2,3.483392,2.921491,1.588897,6.450531,2.537424,2.363718,2.924349,0.386925,24.110163,25.881979,29.82865,0.441786,PSF-01133_20230905094245,0,0,0,102.674957,473.846558,0.783316,0.5,0.8,15.065855,89.87,83.71,23.02,23.6,98.04,156.7,151.9,3.1,48,3.973,36,36,133,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094245,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
11,9:42:54,9/5/2023,Zach TIP2023,Zach Peagler,,3,2,1.413696,2.921083,0.952649,4.729397,2.506618,2.37918,2.9797,0.473082,24.268248,25.568144,30.393703,0.441786,PSF-01133_20230905094254,0,0,0,99.641205,511.078125,0.805037,0.5,0.8,14.383368,88.61,84.1,23.05,23.91,98.04,156.6,155.2,0.9,45,3.973,42,22,113,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094254,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
12,9:43:04,9/5/2023,Zach TIP2023,Zach Peagler,,4,2,2.492016,2.921484,1.344857,5.810275,2.526965,2.370472,2.938746,0.411781,24.177511,25.773649,29.973591,0.441786,PSF-01133_20230905094304,0,0,0,109.783531,523.913391,0.790455,0.5,0.8,13.689369,89.12,83.6,23.09,23.68,98.04,156.7,147.3,6,43,3.972,37,26,139,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094304,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
13,9:43:11,9/5/2023,Zach TIP2023,Zach Peagler,,5,2,1.906678,2.921524,1.153723,4.959972,2.514216,2.380605,2.924048,0.409832,24.279814,25.642508,29.822386,0.441786,PSF-01133_20230905094311,0,0,0,96.225861,472.203979,0.79622,0.5,0.8,17.662495,88.54,83.84,23.12,23.6,98.05,156.7,149.6,4.5,55,3.974,15,23,140,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094311,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
14,9:43:21,9/5/2023,Zach TIP2023,Zach Peagler,,6,2,1.227611,2.922841,0.864511,3.775659,2.502094,2.400487,2.918444,0.41635,24.484333,25.520697,29.767357,0.441786,PSF-01133_20230905094321,0,0,0,102.997185,501.864197,0.794771,0.5,0.8,20.010235,87.9,84.33,23.16,23.57,98.04,156.8,154.7,1.4,63,3.974,26,41,135,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094321,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
15,9:43:28,9/5/2023,Zach TIP2023,Zach Peagler,,7,2,1.651293,2.92117,1.054947,4.642159,2.525548,2.400474,2.944975,0.419428,24.481709,25.757292,30.034908,0.441786,PSF-01133_20230905094328,0,0,0,95.391869,459.776031,0.792525,0.5,0.8,18.697903,88.61,84.22,23.18,23.72,98.05,156.6,154.8,1.2,59,3.973,14,18,138,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094328,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
16,9:43:34,9/5/2023,Zach TIP2023,Zach Peagler,,8,2,1.587278,2.919636,1.028259,4.429882,2.516915,2.397408,2.9276,0.410685,24.450867,25.669706,29.858232,0.441786,PSF-01133_20230905094334,0,0,0,97.434998,475.308167,0.795007,0.5,0.8,19.768375,88.19,84,23.2,23.62,98.05,156.4,124.9,20.2,62,3.973,12,1,135,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094334,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
17,9:43:50,9/5/2023,Zach TIP2023,Zach Peagler,,1,3,1.51613,2.921611,0.998153,4.199306,2.528883,2.41581,2.929822,0.400939,24.643454,25.7969,29.886845,0.441786,PSF-01133_20230905094350,0,0,0,105.966927,516.88385,0.794989,0.5,0.8,14.20166,88.29,84.34,23.26,23.63,98.03,156.7,153,2.3,45,3.972,32,41,286,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094350,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
18,9:43:59,9/5/2023,Zach TIP2023,Zach Peagler,,2,3,1.60387,2.920364,1.035288,4.646141,2.546067,2.420856,2.973637,0.42757,24.693987,25.971199,30.332636,0.441786,PSF-01133_20230905094359,0,0,0,104.743484,461.393951,0.772985,0.5,0.8,8.85671,88.71,84.35,23.29,23.88,98.03,156.5,153.9,1.7,29,3.972,35,16,291,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094359,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
19,9:44:06,9/5/2023,Zach TIP2023,Zach Peagler,,3,3,1.28061,2.921476,0.890336,3.873108,2.536897,2.432599,2.951431,0.414534,24.813389,25.877264,30.105658,0.441786,PSF-01133_20230905094406,0,0,0,106.78196,521.529785,0.795252,0.5,0.8,18.403999,88.24,84.61,23.32,23.76,98.04,156.7,153.5,2,58,3.944,25,4,266,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094406,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
20,9:44:14,9/5/2023,Zach TIP2023,Zach Peagler,,4,3,1.392509,2.925273,0.943417,3.843097,2.545019,2.441851,2.933213,0.388195,24.908077,25.960442,29.920218,0.441786,PSF-01133_20230905094414,0,0,0,114.436981,509.184479,0.775254,0.5,0.8,18.511852,88.35,84.77,23.35,23.65,98.03,157.1,151.7,3.5,60,3.944,14,29,285,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094414,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
21,9:44:27,9/5/2023,Zach TIP2023,Zach Peagler,,5,3,2.02223,2.921951,1.195113,4.101417,2.561488,2.451108,2.88859,0.327102,25.00123,26.127104,29.463537,0.441786,PSF-01133_20230905094427,0,0,0,99.57576,507.527222,0.803802,0.5,0.8,16.568542,88.66,84.84,23.4,23.4,98.04,156.7,146.7,6.4,52,3.971,10,-10,304,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094427,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
22,9:44:41,9/5/2023,Zach TIP2023,Zach Peagler,,6,3,1.734879,2.923853,1.088822,4.600475,2.558026,2.434401,2.960592,0.402566,24.831446,26.092457,30.198721,0.441786,PSF-01133_20230905094441,0,0,0,106.540207,506.066681,0.789474,0.5,0.8,17.883112,88.27,84,23.45,23.81,98.04,157,151.1,3.7,57,3.97,36,43,299,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094441,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
23,9:44:48,9/5/2023,Zach TIP2023,Zach Peagler,,7,3,1.838553,2.920935,1.128334,3.931962,2.558748,2.45284,2.890893,0.332146,25.019026,26.099281,29.487177,0.441786,PSF-01133_20230905094448,0,0,0,101.882103,504.512421,0.798058,0.5,0.8,17.516844,88.15,84.5,23.48,23.41,98.04,156.6,154,1.6,55,3.97,28,34,265,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094448,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
24,9:44:56,9/5/2023,Zach TIP2023,Zach Peagler,,8,3,0.683128,2.923002,0.553719,2.44554,2.529805,2.464018,2.950729,0.420923,25.131306,25.802292,30.095425,0.441786,PSF-01133_20230905094456,0,0,0,108.240723,464.222778,0.766835,0.5,0.8,18.840073,86.98,84.71,23.51,23.75,98.05,156.9,152.8,2.6,61,3.943,35,-29,256,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094456,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
25,9:45:13,9/5/2023,Zach TIP2023,Zach Peagler,,1,4,0.845377,2.919059,0.655531,4.611111,2.597478,2.473131,3.266542,0.669065,25.223551,26.491762,33.315578,0.441786,PSF-01133_20230905094513,0,0,0,104.316475,472.181091,0.779075,0.5,0.8,20.229927,88.95,84.69,23.58,25.45,98.05,156.4,144.6,7.5,65,3.968,45,15,241,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094513,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
26,9:45:25,9/5/2023,Zach TIP2023,Zach Peagler,,2,4,2.363394,2.920122,1.306213,4.82608,2.606847,2.476831,2.95881,0.351964,25.262381,26.58847,30.178312,0.441786,PSF-01133_20230905094525,0,0,0,102.235794,503.091583,0.796785,0.5,0.8,22.322681,89.01,84.57,23.63,23.8,98.04,156.5,150.1,4.1,70,3.969,32,43,165,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094525,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
27,9:45:32,9/5/2023,Zach TIP2023,Zach Peagler,,3,4,1.1689,2.920722,0.834804,3.506884,2.576018,2.48155,2.97625,0.400232,25.308968,26.272429,30.354336,0.441786,PSF-01133_20230905094532,0,0,0,128.611572,426.962616,0.698776,0.5,0.8,14.855696,87.82,84.6,23.65,23.9,98.05,156.6,142,9.3,53,3.969,23,16,185,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094532,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
28,9:45:54,9/5/2023,Zach TIP2023,Zach Peagler,,4,4,1.819458,2.919546,1.120909,4.450747,2.609852,2.489898,2.988039,0.378187,25.395653,26.619127,30.476433,0.441786,PSF-01133_20230905094554,0,0,0,170.288437,569.835327,0.701162,0.5,0.8,19.850185,88.5,84.44,23.74,23.96,98.04,156.4,150,4.1,71,3.967,27,18,137,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094554,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
29,9:46:07,9/5/2023,Zach TIP2023,Zach Peagler,,5,4,0.998674,2.922272,0.744309,3.205832,2.570289,2.484033,2.980644,0.410355,25.334604,26.214329,30.39953,0.441786,PSF-01133_20230905094607,0,0,0,97.198608,455.417633,0.786573,0.5,0.8,15.853238,86.88,83.96,23.8,23.92,98.05,156.8,152.2,2.9,50,3.967,5,8,140,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094607,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
30,9:46:16,9/5/2023,Zach TIP2023,Zach Peagler,,6,4,0.864221,2.92037,0.666874,3.951653,2.582189,2.475714,3.146246,0.564057,25.248602,26.33449,32.087036,0.441786,PSF-01133_20230905094616,0,0,0,87.76796,476.493011,0.815804,0.5,0.8,13.707685,87.11,83.52,23.83,24.82,98.05,156.5,153.3,2.1,42,3.966,-2,13,154,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094616,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
31,9:46:24,9/5/2023,Zach TIP2023,Zach Peagler,,7,4,0.917915,2.919461,0.698346,3.67022,2.579149,2.480188,3.079578,0.50043,25.29565,26.304958,31.408888,0.441786,PSF-01133_20230905094624,0,0,0,85.646507,444.496399,0.807318,0.5,0.8,24.714832,86.84,83.51,23.86,24.46,98.05,156.4,138.4,11.5,77,3.966,0,22,154,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094624,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
32,9:46:39,9/5/2023,Zach TIP2023,Zach Peagler,,8,4,0.822634,2.920845,0.641859,3.604,2.608616,2.511582,3.142975,0.534358,25.617153,26.606859,32.057102,0.441786,PSF-01133_20230905094639,0,0,0,108.291153,447.49118,0.758004,0.5,0.8,25.546701,87.51,84.25,23.92,24.81,98.04,156.6,143.8,8.2,84,3.966,13,41,167,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230905094639,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
1,14:44:15,9/6/2023,Zach TIP2023,Zach Peagler,,1,1,0.155944,2.497369,0.146778,1.228293,2.864551,2.820616,3.655025,0.790475,28.864344,29.313936,37.403141,0.441786,PSF-01133_20230906144415,0,0,0,109.800697,436.039917,0.748187,0.5,0.8,58.128693,71.93,70.83,28.83,27.36,97.72,117.2,115.6,1.3,194,3.968,32,32,296,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144415,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
2,14:44:20,9/6/2023,Zach TIP2023,Zach Peagler,,2,1,0.012834,2.284324,0.012762,0.112461,2.837193,2.832588,3.669682,0.832489,28.984924,29.032051,37.550632,0.441786,PSF-01133_20230906144420,0,0,0,107.667091,441.383606,0.756069,0.5,0.8,55.499531,71.18,71.07,28.84,27.43,97.73,102.4,99.6,2.7,184,3.968,1,2,265,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144420,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
3,14:44:27,9/6/2023,Zach TIP2023,Zach Peagler,,3,1,0.045627,2.475256,0.044802,0.362454,2.868918,2.855769,3.633259,0.764341,29.22146,29.356003,37.177071,0.441786,PSF-01133_20230906144427,0,0,0,111.027359,448.713898,0.752565,0.5,0.8,58.810688,71.92,71.59,28.86,27.26,97.73,115.5,113.8,1.5,195,3.966,17,4,271,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144427,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
4,14:44:34,9/6/2023,Zach TIP2023,Zach Peagler,,4,1,-0.002372,2.304368,-0.002374,-0.022269,2.871668,2.872568,3.757227,0.885559,29.392975,29.383764,38.445068,0.441786,PSF-01133_20230906144434,0,0,0,102.999687,425.081482,0.757694,0.5,0.8,50.30965,71.93,71.95,28.87,27.83,97.73,103.7,100,3.6,166,3.965,18,5,267,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144434,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
5,14:44:41,9/6/2023,Zach TIP2023,Zach Peagler,,5,1,-0.075777,2.000563,-0.07876,-0.560067,2.87828,2.905815,3.550337,0.672056,29.735298,29.453535,36.330708,0.441786,PSF-01133_20230906144441,0,0,0,100.445869,426.579224,0.764532,0.5,0.8,55.718719,72.04,72.73,28.89,26.86,97.72,85.2,83.9,1.6,182,3.965,-8,25,263,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144441,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
6,14:44:50,9/6/2023,Zach TIP2023,Zach Peagler,,6,1,-0.237192,2.302425,-0.264434,-2.552909,2.805878,2.909258,3.717783,0.911904,29.7719,28.713966,38.045944,0.441786,PSF-01133_20230906144450,0,0,0,115.325333,483.775726,0.761614,0.5,0.8,47.924522,70.17,72.75,28.9,27.65,97.72,103.5,102,1.5,157,3.964,22,19,283,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144450,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
7,14:45:00,9/6/2023,Zach TIP2023,Zach Peagler,,7,1,0.000821,2.176693,0.00082,0.007009,2.941887,2.94158,3.748224,0.806337,30.101665,30.104809,38.356182,0.441786,PSF-01133_20230906144500,0,0,0,112.264755,449.430939,0.750207,0.5,0.8,67.372993,73.5,73.49,28.92,27.79,97.72,95.6,94.4,1.2,225,3.962,34,21,277,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144500,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
8,14:45:15,9/6/2023,Zach TIP2023,Zach Peagler,,8,1,-0.074847,2.210936,-0.07747,-0.729984,2.930054,2.961343,3.819014,0.88896,30.305687,29.985481,39.08289,0.441786,PSF-01133_20230906144515,0,0,0,109.786034,453.031555,0.757664,0.5,0.8,42.363323,73.08,73.87,28.95,28.11,97.72,97.7,94.7,3,140,3.962,22,14,276,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144515,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
9,14:45:26,9/6/2023,Zach TIP2023,Zach Peagler,,1,2,-0.050018,2.137667,-0.051217,-0.457953,2.954923,2.975493,3.798527,0.843604,30.447844,30.237352,38.86985,0.441786,PSF-01133_20230906144526,0,0,0,108.001831,443.032257,0.756221,0.5,0.8,53.673473,73.62,74.14,28.96,28.02,97.72,93.2,92.5,0.7,177,3.961,25,2,154,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144526,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
10,14:45:36,9/6/2023,Zach TIP2023,Zach Peagler,,2,2,-0.133345,1.930899,-0.143237,-1.36928,2.9072,2.977703,3.809274,0.902074,30.471161,29.749697,38.980721,0.441786,PSF-01133_20230906144536,0,0,0,128.222107,462.765808,0.722922,0.5,0.8,55.810963,72.36,74.11,28.98,28.07,97.72,81.4,79.6,2.1,193,3.961,30,17,127,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144536,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
11,14:45:44,9/6/2023,Zach TIP2023,Zach Peagler,,3,2,-0.107543,1.880716,-0.114066,-0.890484,2.951757,2.999175,3.688746,0.736989,30.690256,30.205042,37.746571,0.441786,PSF-01133_20230906144544,0,0,0,112.084152,463.361969,0.758107,0.5,0.8,52.504608,73.41,74.58,29,27.51,97.72,78.6,80.8,-2.7,173,3.961,29,28,137,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144544,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
12,14:45:52,9/6/2023,Zach TIP2023,Zach Peagler,,4,2,-0.110232,1.915694,-0.116962,-1.105143,2.937171,2.994647,3.828615,0.891444,30.64267,30.054552,39.176235,0.441786,PSF-01133_20230906144552,0,0,0,121.200798,493.229614,0.754271,0.5,0.8,55.382965,72.99,74.41,29.01,28.15,97.73,80.5,74.9,7,184,3.934,28,30,154,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144552,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
13,14:46:06,9/6/2023,Zach TIP2023,Zach Peagler,,5,2,-0.417575,2.286991,-0.510849,-4.50744,2.811365,2.995704,3.645214,0.833849,30.652159,28.765995,37.297966,0.441786,PSF-01133_20230906144606,0,0,0,113.275055,471.373199,0.759691,0.5,0.8,60.350323,69.77,74.35,29.03,27.31,97.73,102.5,105.9,-3.3,199,3.96,18,17,156,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20230906144606,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2023-07-03T15:14:46.255Z
